cell,concept,alpha,content_enjoyment,content_usefulness,production_complexity,production_quality
tokemb_all,vocal_style,-0.3562,6.784398,7.300001,5.811336,7.472842
tokemb_all,vocal_style,0.0,6.789318,7.310881,5.82865,7.470111
tokemb_all,vocal_style,0.7145,6.783729,7.313515,5.849932,7.483086
tokemb_all,vocal_style,1.4291,6.79642,7.269996,5.84723,7.42628
tokemb_all,vocal_style,2.1436,6.810125,7.313876,5.845376,7.463355
tokemb_all,vocal_style,2.8581,6.83827,7.329927,5.871968,7.467836
tokemb_all,vocal_style,3.5727,6.856085,7.351946,5.874567,7.486575
tokemb_all,vocal_style,4.2872,6.900987,7.391708,5.910679,7.512516
tokemb_all,vocal_style,5.0017,6.97063,7.435242,5.91774,7.557007
tokemb_all,vocal_style,5.7163,6.954734,7.446451,5.891433,7.537147
tokemb_all,vocal_style,6.4308,6.962439,7.445131,5.855189,7.525458
tokemb_all,vocal_style,7.1453,7.031842,7.457905,5.85224,7.521391
tokemb_all,vocal_style,7.8599,7.06885,7.489579,5.859575,7.561394
tokemb_all,vocal_style,8.5744,7.11593,7.510355,5.827836,7.586283
tokemb_all,vocal_style,9.2889,7.140071,7.503574,5.816074,7.564408
tokemb_all,vocal_style,10.0035,7.179086,7.533362,5.804495,7.574371
tokemb_all,vocal_style,10.718,7.19068,7.542608,5.808559,7.574921
tokemb_loc,vocal_style,-4.7621,6.805208,7.289998,5.671193,7.449774
tokemb_loc,vocal_style,-4.4446,6.81129,7.286243,5.676324,7.463121
tokemb_loc,vocal_style,-4.1272,6.799735,7.307041,5.712458,7.467683
tokemb_loc,vocal_style,-3.8097,6.781652,7.281546,5.706366,7.439467
tokemb_loc,vocal_style,-3.4922,6.775457,7.286069,5.745366,7.447174
tokemb_loc,vocal_style,-3.1747,6.769599,7.285327,5.743256,7.464768
tokemb_loc,vocal_style,-2.8573,6.752393,7.258823,5.754766,7.428358
tokemb_loc,vocal_style,-2.5398,6.784033,7.282501,5.811328,7.446981
tokemb_loc,vocal_style,-2.2223,6.813891,7.303233,5.811022,7.482499
tokemb_loc,vocal_style,-1.9048,6.809276,7.293185,5.812893,7.464681
tokemb_loc,vocal_style,-1.5874,6.79452,7.300536,5.807857,7.480988
tokemb_loc,vocal_style,-1.2699,6.810132,7.282413,5.836053,7.466359
tokemb_loc,vocal_style,-0.9524,6.775976,7.277804,5.83612,7.471768
tokemb_loc,vocal_style,-0.6349,6.775366,7.28199,5.826024,7.455575
tokemb_loc,vocal_style,-0.3175,6.740966,7.239431,5.805517,7.429966
tokemb_loc,vocal_style,0.0,6.789318,7.310881,5.82865,7.470111
tokemb_loc,vocal_style,0.711,6.734602,7.256679,5.794622,7.420815
tokemb_loc,vocal_style,1.422,6.728385,7.249725,5.796024,7.418797
tokemb_loc,vocal_style,2.133,6.706462,7.242406,5.758879,7.413311
tokemb_loc,vocal_style,2.8439,6.760757,7.279915,5.802556,7.430743
tokemb_loc,vocal_style,3.5549,6.789617,7.307495,5.817772,7.457043
tokemb_loc,vocal_style,4.2659,6.835731,7.339309,5.857313,7.502371
tokemb_loc,vocal_style,4.9769,6.885117,7.377055,5.856703,7.501011
tokemb_loc,vocal_style,5.6879,6.93225,7.417674,5.856678,7.538031
tokemb_loc,vocal_style,6.3989,6.95009,7.408796,5.865037,7.501155
tokemb_loc,vocal_style,7.1099,6.976174,7.41833,5.839504,7.492912
tokemb_loc,vocal_style,7.8209,7.006539,7.435659,5.787382,7.489999
tokemb_loc,vocal_style,8.5318,7.033199,7.462001,5.771793,7.522626
tokemb_loc,vocal_style,9.2428,7.057838,7.485326,5.791781,7.537697
tokemb_loc,vocal_style,9.9538,7.119191,7.500845,5.773516,7.544273
tokemb_loc,vocal_style,10.6648,7.152806,7.511399,5.7685,7.565545
freesliders_all,vocal_style,-1.5857,6.975259,7.393651,5.758003,7.542228
freesliders_all,vocal_style,-1.48,6.95678,7.387963,5.765046,7.530576
freesliders_all,vocal_style,-1.3743,6.972517,7.389669,5.767195,7.542963
freesliders_all,vocal_style,-1.2686,6.951581,7.37775,5.76976,7.531113
freesliders_all,vocal_style,-1.1628,6.942504,7.382741,5.755749,7.537651
freesliders_all,vocal_style,-1.0571,6.918914,7.354558,5.752759,7.509456
freesliders_all,vocal_style,-0.9514,6.886497,7.359321,5.746177,7.513507
freesliders_all,vocal_style,-0.8457,6.88072,7.348201,5.753146,7.497973
freesliders_all,vocal_style,-0.74,6.897389,7.352772,5.762479,7.508367
freesliders_all,vocal_style,-0.6343,6.870627,7.332651,5.764016,7.484512
freesliders_all,vocal_style,-0.5286,6.869817,7.344067,5.790299,7.494534
freesliders_all,vocal_style,-0.4229,6.85629,7.334336,5.795108,7.492478
freesliders_all,vocal_style,-0.3171,6.814161,7.298822,5.80355,7.461846
freesliders_all,vocal_style,-0.2114,6.793558,7.311825,5.814791,7.495004
freesliders_all,vocal_style,-0.1057,6.774479,7.306751,5.790867,7.475131
freesliders_all,vocal_style,0.0,6.789318,7.310881,5.82865,7.470111
freesliders_all,vocal_style,0.1898,6.778186,7.291969,5.847068,7.457782
freesliders_all,vocal_style,0.3796,6.793581,7.312714,5.87752,7.474861
freesliders_all,vocal_style,0.5694,6.746703,7.287797,5.894235,7.43635
freesliders_all,vocal_style,0.7592,6.719002,7.276348,5.926831,7.430378
freesliders_all,vocal_style,0.949,6.65533,7.260442,5.951143,7.422793
freesliders_all,vocal_style,1.1388,6.624482,7.213057,6.001017,7.396694
freesliders_all,vocal_style,1.3286,6.61996,7.236192,6.027058,7.414166
freesliders_all,vocal_style,1.5184,6.536893,7.181729,6.039752,7.375026
freesliders_all,vocal_style,1.7082,6.498241,7.172738,6.006191,7.341579
freesliders_all,vocal_style,1.898,6.483552,7.180005,6.048986,7.345007
freesliders_all,vocal_style,2.0878,6.467554,7.186625,6.046551,7.343282
freesliders_all,vocal_style,2.2776,6.452573,7.16325,6.044236,7.327212
freesliders_all,vocal_style,2.4674,6.422874,7.211232,6.066149,7.371518
freesliders_all,vocal_style,2.6572,6.417497,7.239476,6.064486,7.388479
freesliders_all,vocal_style,2.847,6.36576,7.230371,6.09262,7.371633
freesliders_loc,vocal_style,-1.634,6.974937,7.39137,5.780379,7.552009
freesliders_loc,vocal_style,-1.5251,6.96053,7.398447,5.775389,7.542163
freesliders_loc,vocal_style,-1.4161,6.962857,7.371738,5.777915,7.528658
freesliders_loc,vocal_style,-1.3072,6.942083,7.372214,5.775057,7.530095
freesliders_loc,vocal_style,-1.1983,6.944883,7.376456,5.787717,7.533135
freesliders_loc,vocal_style,-1.0893,6.938495,7.366196,5.790473,7.53612
freesliders_loc,vocal_style,-0.9804,6.907557,7.362486,5.773518,7.52296
freesliders_loc,vocal_style,-0.8715,6.921019,7.350887,5.766057,7.512345
freesliders_loc,vocal_style,-0.7625,6.907471,7.357285,5.783946,7.511317
freesliders_loc,vocal_style,-0.6536,6.885926,7.34803,5.766155,7.4894
freesliders_loc,vocal_style,-0.5447,6.862508,7.339002,5.767887,7.493636
freesliders_loc,vocal_style,-0.4357,6.824615,7.29613,5.785835,7.460372
freesliders_loc,vocal_style,-0.3268,6.803744,7.302049,5.807381,7.466649
freesliders_loc,vocal_style,-0.2179,6.806995,7.318726,5.810788,7.491086
freesliders_loc,vocal_style,-0.1089,6.802159,7.306551,5.815737,7.471783
freesliders_loc,vocal_style,0.0,6.789318,7.310881,5.82865,7.470111
freesliders_loc,vocal_style,0.1975,6.770109,7.292134,5.846368,7.46359
freesliders_loc,vocal_style,0.3949,6.771741,7.302936,5.871543,7.46922
freesliders_loc,vocal_style,0.5924,6.750781,7.290825,5.907022,7.455841
freesliders_loc,vocal_style,0.7899,6.71215,7.282187,5.917803,7.432474
freesliders_loc,vocal_style,0.9873,6.649728,7.26227,5.951903,7.432128
freesliders_loc,vocal_style,1.1848,6.654818,7.2475,5.982468,7.413046
freesliders_loc,vocal_style,1.3823,6.57066,7.207058,5.97712,7.370853
freesliders_loc,vocal_style,1.5797,6.548427,7.187102,5.991219,7.365283
freesliders_loc,vocal_style,1.7772,6.495978,7.185426,5.995309,7.357712
freesliders_loc,vocal_style,1.9747,6.494648,7.187918,6.013693,7.335466
freesliders_loc,vocal_style,2.1721,6.486815,7.200093,6.022731,7.355809
freesliders_loc,vocal_style,2.3696,6.439562,7.186777,6.043249,7.347948
freesliders_loc,vocal_style,2.5671,6.373086,7.176322,6.047758,7.33335
freesliders_loc,vocal_style,2.7645,6.372242,7.194833,6.066399,7.366564
freesliders_loc,vocal_style,2.962,6.31821,7.204024,6.050983,7.366048
cs_all,vocal_style,-0.149,6.775821,7.327396,5.802535,7.508284
cs_all,vocal_style,-0.1391,6.794483,7.348895,5.796564,7.515343
cs_all,vocal_style,-0.1291,6.800743,7.345504,5.799157,7.512929
cs_all,vocal_style,-0.1192,6.81519,7.362981,5.811287,7.521973
cs_all,vocal_style,-0.1093,6.821997,7.371158,5.809169,7.517496
cs_all,vocal_style,-0.0993,6.845305,7.383606,5.805415,7.532662
cs_all,vocal_style,-0.0894,6.857559,7.383353,5.81599,7.525018
cs_all,vocal_style,-0.0795,6.867149,7.383817,5.826896,7.521663
cs_all,vocal_style,-0.0695,6.856263,7.359739,5.842526,7.505652
cs_all,vocal_style,-0.0596,6.856573,7.367624,5.856781,7.503535
cs_all,vocal_style,-0.0497,6.849724,7.367724,5.827687,7.521143
cs_all,vocal_style,-0.0397,6.832598,7.344036,5.830121,7.499351
cs_all,vocal_style,-0.0298,6.811303,7.338812,5.821085,7.497486
cs_all,vocal_style,-0.0199,6.816595,7.331594,5.805244,7.481654
cs_all,vocal_style,-0.0099,6.769932,7.30676,5.803983,7.443052
cs_all,vocal_style,0.0,6.790416,7.309166,5.828088,7.45302
cs_all,vocal_style,0.0125,6.795854,7.28284,5.825646,7.436168
cs_all,vocal_style,0.025,6.802065,7.316715,5.837919,7.4586
cs_all,vocal_style,0.0376,6.758875,7.273792,5.837172,7.44195
cs_all,vocal_style,0.0501,6.742452,7.26401,5.862481,7.441287
cs_all,vocal_style,0.0626,6.693663,7.247706,5.862242,7.429663
cs_all,vocal_style,0.0751,6.667255,7.228938,5.879357,7.416229
cs_all,vocal_style,0.0876,6.617062,7.212837,5.897479,7.38545
cs_all,vocal_style,0.1002,6.619832,7.214478,5.918692,7.399393
cs_all,vocal_style,0.1127,6.558171,7.189228,5.969449,7.361748
cs_all,vocal_style,0.1252,6.496658,7.148464,5.950407,7.32304
cs_all,vocal_style,0.1377,6.439852,7.132118,5.9752,7.307338
cs_all,vocal_style,0.1502,6.290834,7.062048,5.960609,7.250061
cs_all,vocal_style,0.1628,6.232848,7.047254,6.016291,7.221829
cs_all,vocal_style,0.1753,6.125104,7.008524,6.007949,7.184294
cs_all,vocal_style,0.1878,5.963581,6.992838,6.006906,7.160778
cs_loc,vocal_style,-0.3385,6.953002,7.469725,5.780384,7.599194
cs_loc,vocal_style,-0.3159,6.937747,7.459013,5.811347,7.602896
cs_loc,vocal_style,-0.2934,6.930927,7.466576,5.807696,7.608573
cs_loc,vocal_style,-0.2708,6.949735,7.463206,5.797893,7.577139
cs_loc,vocal_style,-0.2482,6.918442,7.454105,5.806326,7.584419
cs_loc,vocal_style,-0.2257,6.941214,7.443561,5.823293,7.580848
cs_loc,vocal_style,-0.2031,6.942734,7.453291,5.83006,7.586702
cs_loc,vocal_style,-0.1805,6.910441,7.442447,5.819075,7.578503
cs_loc,vocal_style,-0.158,6.918004,7.442742,5.823258,7.576527
cs_loc,vocal_style,-0.1354,6.868181,7.405501,5.826134,7.545367
cs_loc,vocal_style,-0.1128,6.876593,7.38726,5.801903,7.536876
cs_loc,vocal_style,-0.0903,6.87715,7.395365,5.818224,7.537138
cs_loc,vocal_style,-0.0677,6.865808,7.374625,5.817204,7.504649
cs_loc,vocal_style,-0.0451,6.834502,7.352166,5.799209,7.500048
cs_loc,vocal_style,-0.0226,6.827504,7.331279,5.813979,7.476558
cs_loc,vocal_style,0.0,6.790416,7.309166,5.828088,7.45302
cs_loc,vocal_style,0.0241,6.805923,7.305399,5.855783,7.443864
cs_loc,vocal_style,0.0483,6.772668,7.277488,5.84454,7.415963
cs_loc,vocal_style,0.0724,6.735033,7.279154,5.856524,7.430339
cs_loc,vocal_style,0.0966,6.6705,7.225409,5.863682,7.384992
cs_loc,vocal_style,0.1207,6.610442,7.181821,5.845655,7.376448
cs_loc,vocal_style,0.1448,6.60007,7.177537,5.864618,7.345957
cs_loc,vocal_style,0.169,6.55421,7.152552,5.847216,7.341815
cs_loc,vocal_style,0.1931,6.465637,7.074766,5.892056,7.274921
cs_loc,vocal_style,0.2173,6.449888,7.099411,5.961746,7.286578
cs_loc,vocal_style,0.2414,6.31397,7.047712,5.959672,7.250882
cs_loc,vocal_style,0.2655,6.281369,6.990701,5.969512,7.205612
cs_loc,vocal_style,0.2897,6.185042,6.951826,5.994576,7.170392
cs_loc,vocal_style,0.3138,6.170413,6.919605,6.025997,7.158254
cs_loc,vocal_style,0.338,6.135882,6.917331,6.043973,7.156109
cs_loc,vocal_style,0.3621,6.029259,6.827588,6.061753,7.077389
austeer_all,vocal_style,-2.0738,6.886919,7.336783,5.790945,7.392625
austeer_all,vocal_style,-1.9355,6.880663,7.341417,5.792551,7.39038
austeer_all,vocal_style,-1.7973,6.889023,7.347935,5.79085,7.403227
austeer_all,vocal_style,-1.659,6.882982,7.349444,5.79182,7.421794
austeer_all,vocal_style,-1.5208,6.860311,7.343087,5.779295,7.425449
austeer_all,vocal_style,-1.3825,6.892566,7.350914,5.797652,7.434603
austeer_all,vocal_style,-1.2443,6.859037,7.338171,5.786881,7.4199
austeer_all,vocal_style,-1.106,6.860142,7.344066,5.776957,7.405361
austeer_all,vocal_style,-0.9678,6.862641,7.337785,5.765998,7.432555
austeer_all,vocal_style,-0.8295,6.867456,7.34541,5.791773,7.440225
austeer_all,vocal_style,-0.6913,6.855226,7.342086,5.780263,7.430142
austeer_all,vocal_style,-0.553,6.860883,7.359859,5.802466,7.458264
austeer_all,vocal_style,-0.4148,6.837254,7.348801,5.793041,7.451598
austeer_all,vocal_style,-0.2765,6.815707,7.322932,5.792582,7.441332
austeer_all,vocal_style,-0.1383,6.820581,7.336693,5.798677,7.4636
austeer_all,vocal_style,0.0,6.804934,7.313469,5.8279,7.450903
austeer_all,vocal_style,0.3145,6.75784,7.301194,5.861639,7.467849
austeer_all,vocal_style,0.629,6.7059,7.262472,5.913006,7.449356
austeer_all,vocal_style,0.9435,6.630715,7.213953,5.906099,7.381432
austeer_all,vocal_style,1.258,6.577375,7.191019,5.936518,7.370389
austeer_all,vocal_style,1.5725,6.537174,7.138077,5.979504,7.309342
austeer_all,vocal_style,1.887,6.407314,7.087098,5.984772,7.255937
austeer_all,vocal_style,2.2015,6.343781,7.069979,6.013017,7.237664
austeer_all,vocal_style,2.5159,6.317091,7.047056,6.049738,7.212851
austeer_all,vocal_style,2.8304,6.243753,7.004381,6.046325,7.156292
austeer_all,vocal_style,3.1449,6.200336,6.960949,6.075351,7.095711
austeer_all,vocal_style,3.4594,6.121215,6.915326,6.064842,7.040846
austeer_all,vocal_style,3.7739,6.087059,6.856997,6.067102,6.978498
austeer_all,vocal_style,4.0884,6.015568,6.84025,6.078308,6.971696
austeer_all,vocal_style,4.4029,5.974659,6.823631,6.088283,6.981025
austeer_all,vocal_style,4.7174,5.94667,6.809579,6.092094,6.957056
austeer_loc,vocal_style,-1.7553,7.101751,7.49179,5.860867,7.619163
austeer_loc,vocal_style,-1.6383,7.069616,7.49071,5.822215,7.620789
austeer_loc,vocal_style,-1.5213,7.056668,7.473137,5.833788,7.603295
austeer_loc,vocal_style,-1.4042,7.041416,7.474095,5.816962,7.61028
austeer_loc,vocal_style,-1.2872,7.018005,7.464887,5.842203,7.584232
austeer_loc,vocal_style,-1.1702,7.026627,7.464288,5.832678,7.60205
austeer_loc,vocal_style,-1.0532,7.021508,7.475599,5.828045,7.609263
austeer_loc,vocal_style,-0.9362,6.988614,7.451115,5.829686,7.587283
austeer_loc,vocal_style,-0.8191,6.98295,7.439115,5.822454,7.580084
austeer_loc,vocal_style,-0.7021,6.975411,7.443098,5.831694,7.571049
austeer_loc,vocal_style,-0.5851,6.925074,7.407421,5.802561,7.532098
austeer_loc,vocal_style,-0.4681,6.928557,7.412999,5.80549,7.542435
austeer_loc,vocal_style,-0.3511,6.902455,7.377575,5.808117,7.524381
austeer_loc,vocal_style,-0.234,6.875497,7.373082,5.811434,7.521014
austeer_loc,vocal_style,-0.117,6.831215,7.343415,5.825591,7.471457
austeer_loc,vocal_style,0.0,6.804934,7.313469,5.8279,7.450903
austeer_loc,vocal_style,0.2217,6.724815,7.265542,5.834653,7.403372
austeer_loc,vocal_style,0.4433,6.677826,7.237361,5.837417,7.393609
austeer_loc,vocal_style,0.665,6.631896,7.237154,5.868916,7.40497
austeer_loc,vocal_style,0.8867,6.568954,7.181073,5.860695,7.35003
austeer_loc,vocal_style,1.1083,6.478189,7.120743,5.917206,7.30105
austeer_loc,vocal_style,1.33,6.396093,7.112457,5.939647,7.28365
austeer_loc,vocal_style,1.5517,6.297309,7.036443,5.957384,7.215801
austeer_loc,vocal_style,1.7733,6.207127,6.972337,5.968141,7.156325
austeer_loc,vocal_style,1.995,6.155308,6.961947,5.95645,7.13479
austeer_loc,vocal_style,2.2167,6.076158,6.905025,5.950353,7.096437
austeer_loc,vocal_style,2.4383,5.999805,6.849145,5.923644,7.03581
austeer_loc,vocal_style,2.66,5.917876,6.813586,5.940738,7.011776
austeer_loc,vocal_style,2.8817,5.845066,6.798754,5.962949,7.003338
austeer_loc,vocal_style,3.1033,5.808244,6.800664,5.959236,6.99018
austeer_loc,vocal_style,3.325,5.835948,6.809189,6.005379,7.002996
caa_all,vocal_style,-32.926,7.124085,7.498007,5.935373,7.581417
caa_all,vocal_style,-30.7309,7.121626,7.499071,5.927557,7.598338
caa_all,vocal_style,-28.5359,7.061013,7.477226,5.925846,7.567673
caa_all,vocal_style,-26.3408,7.080085,7.473712,5.926324,7.57026
caa_all,vocal_style,-24.1457,7.065397,7.472118,5.915014,7.559901
caa_all,vocal_style,-21.9507,7.006831,7.449412,5.901694,7.527956
caa_all,vocal_style,-19.7556,6.94071,7.384307,5.877549,7.480851
caa_all,vocal_style,-17.5605,6.922486,7.356674,5.854521,7.455215
caa_all,vocal_style,-15.3655,6.890511,7.360532,5.854564,7.458486
caa_all,vocal_style,-13.1704,6.881936,7.368614,5.858347,7.470881
caa_all,vocal_style,-10.9753,6.882442,7.375318,5.853558,7.487869
caa_all,vocal_style,-8.7803,6.851563,7.346802,5.838064,7.462714
caa_all,vocal_style,-6.5852,6.798384,7.294499,5.795438,7.432665
caa_all,vocal_style,-4.3901,6.800868,7.321449,5.811771,7.460823
caa_all,vocal_style,-2.1951,6.821343,7.32224,5.823351,7.477543
caa_all,vocal_style,0.0,6.789318,7.310881,5.82865,7.470111
caa_all,vocal_style,4.0315,6.769458,7.287557,5.824879,7.467918
caa_all,vocal_style,8.0631,6.734432,7.236798,5.829203,7.414068
caa_all,vocal_style,12.0946,6.666306,7.220521,5.816679,7.413396
caa_all,vocal_style,16.1262,6.640002,7.238479,5.820037,7.408906
caa_all,vocal_style,20.1577,6.576947,7.181912,5.799317,7.391056
caa_all,vocal_style,24.1892,6.553846,7.175081,5.829464,7.358362
caa_all,vocal_style,28.2208,6.429282,7.097101,5.819959,7.288894
caa_all,vocal_style,32.2523,6.39792,7.08995,5.819871,7.292157
caa_all,vocal_style,36.2839,6.388017,7.078265,5.840763,7.280652
caa_all,vocal_style,40.3154,6.333578,7.043679,5.814561,7.251742
caa_all,vocal_style,44.3469,6.262754,6.988628,5.784534,7.209494
caa_all,vocal_style,48.3785,6.19797,6.98707,5.773447,7.203693
caa_all,vocal_style,52.41,6.101811,6.904346,5.77022,7.153246
caa_all,vocal_style,56.4416,6.061046,6.946771,5.831423,7.176567
caa_all,vocal_style,60.4731,6.069544,6.931889,5.809777,7.164018
caa_loc,vocal_style,-63.7567,7.083356,7.498413,5.831519,7.638034
caa_loc,vocal_style,-59.5063,7.089066,7.505372,5.829625,7.632518
caa_loc,vocal_style,-55.2558,7.092474,7.511173,5.843445,7.635125
caa_loc,vocal_style,-51.0054,7.064711,7.498203,5.845794,7.620141
caa_loc,vocal_style,-46.7549,7.076956,7.501713,5.862422,7.634411
caa_loc,vocal_style,-42.5045,7.028032,7.468952,5.844451,7.601248
caa_loc,vocal_style,-38.254,7.026864,7.473716,5.868933,7.609766
caa_loc,vocal_style,-34.0036,7.002657,7.458944,5.872242,7.584227
caa_loc,vocal_style,-29.7531,6.971865,7.433626,5.859242,7.577318
caa_loc,vocal_style,-25.5027,6.943333,7.412108,5.837903,7.553336
caa_loc,vocal_style,-21.2522,6.905848,7.389228,5.821361,7.529304
caa_loc,vocal_style,-17.0018,6.895804,7.368675,5.8086,7.523978
caa_loc,vocal_style,-12.7513,6.862725,7.363391,5.802007,7.510554
caa_loc,vocal_style,-8.5009,6.835475,7.302216,5.828447,7.47717
caa_loc,vocal_style,-4.2504,6.806299,7.324291,5.829444,7.49766
caa_loc,vocal_style,0.0,6.789318,7.310881,5.82865,7.470111
caa_loc,vocal_style,6.5524,6.76971,7.297803,5.845919,7.461836
caa_loc,vocal_style,13.1049,6.716672,7.261801,5.850202,7.43258
caa_loc,vocal_style,19.6573,6.657086,7.226191,5.852399,7.399821
caa_loc,vocal_style,26.2098,6.608966,7.200136,5.840258,7.374591
caa_loc,vocal_style,32.7622,6.560883,7.206462,5.862214,7.395188
caa_loc,vocal_style,39.3146,6.497315,7.168222,5.890025,7.376508
caa_loc,vocal_style,45.8671,6.437184,7.146529,5.903821,7.349582
caa_loc,vocal_style,52.4195,6.382043,7.138785,5.935707,7.333614
caa_loc,vocal_style,58.972,6.32457,7.085745,5.927166,7.287526
caa_loc,vocal_style,65.5244,6.251286,7.055329,5.916814,7.262933
caa_loc,vocal_style,72.0768,6.182258,7.029334,5.87453,7.236737
caa_loc,vocal_style,78.6293,6.106567,6.99175,5.899884,7.223086
caa_loc,vocal_style,85.1817,6.112216,7.036813,5.900052,7.253586
caa_loc,vocal_style,91.7342,6.090357,7.033225,5.940958,7.248434
caa_loc,vocal_style,98.2866,6.072121,7.044591,5.96727,7.272645
sae,vocal_style,-13.7879,7.058389,7.399549,5.886624,7.510242
sae,vocal_style,-12.8687,7.0566,7.407507,5.893697,7.52215
sae,vocal_style,-11.9495,7.026645,7.410806,5.862943,7.530448
sae,vocal_style,-11.0303,7.032728,7.404857,5.88563,7.521782
sae,vocal_style,-10.1111,7.021595,7.42252,5.874446,7.54481
sae,vocal_style,-9.1919,7.011745,7.420719,5.893917,7.539924
sae,vocal_style,-8.2727,7.00757,7.443926,5.874727,7.566825
sae,vocal_style,-7.3535,7.012349,7.428994,5.861005,7.552178
sae,vocal_style,-6.4344,6.963179,7.403791,5.841512,7.522254
sae,vocal_style,-5.5152,6.951448,7.395169,5.852562,7.523217
sae,vocal_style,-4.596,6.935455,7.396848,5.823602,7.529605
sae,vocal_style,-3.6768,6.923569,7.38172,5.839851,7.512576
sae,vocal_style,-2.7576,6.881194,7.368795,5.814946,7.496713
sae,vocal_style,-1.8384,6.885154,7.359319,5.812735,7.491614
sae,vocal_style,-0.9192,6.840651,7.346942,5.810534,7.475713
sae,vocal_style,0.0,6.792176,7.314731,5.809456,7.454109
sae,vocal_style,1.3638,6.770326,7.311123,5.835786,7.462405
sae,vocal_style,2.7277,6.697352,7.254475,5.851451,7.413964
sae,vocal_style,4.0915,6.641317,7.252003,5.851812,7.419765
sae,vocal_style,5.4553,6.572904,7.230146,5.857574,7.408173
sae,vocal_style,6.8192,6.513991,7.222518,5.886329,7.396516
sae,vocal_style,8.183,6.483745,7.214286,5.925071,7.394798
sae,vocal_style,9.5468,6.389903,7.160949,5.936172,7.351478
sae,vocal_style,10.9107,6.347306,7.159156,5.91732,7.359793
sae,vocal_style,12.2745,6.281177,7.144678,5.946675,7.329134
sae,vocal_style,13.6383,6.174013,7.110196,5.934848,7.301773
sae,vocal_style,15.0022,6.174019,7.099101,5.938047,7.297601
sae,vocal_style,16.366,6.166183,7.108447,5.974905,7.29714
sae,vocal_style,17.7298,6.084351,7.062001,5.960796,7.268028
sae,vocal_style,19.0937,6.055691,7.056877,5.988651,7.251202
sae,vocal_style,20.4575,5.980438,7.029405,5.987875,7.232421
pci_all,violin,-30.0,6.776672,7.559221,5.556696,7.330659
pci_all,violin,-28.0,6.791029,7.55567,5.549084,7.354769
pci_all,violin,-26.0,6.727358,7.557751,5.514464,7.359114
pci_all,violin,-24.0,6.693965,7.533994,5.502016,7.35828
pci_all,violin,-22.0,6.682238,7.52141,5.480537,7.338246
pci_all,violin,-20.0,6.705423,7.545875,5.489441,7.371939
pci_all,violin,-18.0,6.678396,7.540023,5.501583,7.37706
pci_all,violin,-16.0,6.680084,7.549362,5.51472,7.372122
pci_all,violin,-14.0,6.688909,7.571321,5.503885,7.389303
pci_all,violin,-12.0,6.717409,7.589903,5.506633,7.415356
pci_all,violin,-10.0,6.72183,7.59972,5.512867,7.420452
pci_all,violin,-8.0,6.722476,7.610889,5.515002,7.427028
pci_all,violin,-6.0,6.737538,7.608829,5.516958,7.422693
pci_all,violin,-4.0,6.73912,7.613618,5.521523,7.43789
pci_all,violin,-2.0,6.748061,7.627216,5.51804,7.44412
pci_all,violin,0.0,6.750213,7.61775,5.521279,7.444907
pci_all,violin,2.0,6.7462,7.625236,5.524026,7.445064
pci_all,violin,4.0,6.741582,7.613556,5.518538,7.437071
pci_all,violin,6.0,6.739521,7.617575,5.521189,7.432957
pci_all,violin,8.0,6.745049,7.616345,5.524224,7.433436
pci_all,violin,10.0,6.740111,7.622451,5.524413,7.433929
pci_all,violin,12.0,6.736639,7.615911,5.520981,7.440045
pci_all,violin,14.0,6.740584,7.633179,5.498862,7.443129
pci_all,violin,16.0,6.724387,7.616705,5.49586,7.425761
pci_all,violin,18.0,6.751899,7.629382,5.509148,7.424054
pci_all,violin,20.0,6.821908,7.655358,5.483883,7.454273
pci_all,violin,22.0,6.841021,7.648749,5.436689,7.458084
pci_all,violin,24.0,6.880629,7.684801,5.419463,7.498366
pci_all,violin,26.0,6.928918,7.714807,5.396275,7.516437
pci_all,violin,28.0,6.984284,7.761055,5.387956,7.548769
pci_all,violin,30.0,7.026137,7.799459,5.335388,7.597597
pci_loc,violin,-30.0,6.82533,7.580865,5.531311,7.38928
pci_loc,violin,-28.0,6.85995,7.628654,5.553393,7.414698
pci_loc,violin,-26.0,6.788287,7.579077,5.529579,7.378669
pci_loc,violin,-24.0,6.742872,7.564948,5.493022,7.382426
pci_loc,violin,-22.0,6.741743,7.566334,5.510677,7.404969
pci_loc,violin,-20.0,6.709405,7.55068,5.509454,7.390615
pci_loc,violin,-18.0,6.71041,7.538726,5.51597,7.383597
pci_loc,violin,-16.0,6.7195,7.56321,5.513179,7.394231
pci_loc,violin,-14.0,6.702942,7.55733,5.519891,7.370101
pci_loc,violin,-12.0,6.746867,7.582158,5.539523,7.405211
pci_loc,violin,-10.0,6.751343,7.587914,5.54269,7.411536
pci_loc,violin,-8.0,6.746519,7.585449,5.521288,7.414642
pci_loc,violin,-6.0,6.748817,7.583009,5.527721,7.414305
pci_loc,violin,-4.0,6.740282,7.580438,5.521417,7.417257
pci_loc,violin,-2.0,6.730333,7.563709,5.525583,7.399442
pci_loc,violin,0.0,6.750213,7.61775,5.521279,7.444907
pci_loc,violin,2.0,6.739936,7.579746,5.529603,7.407068
pci_loc,violin,4.0,6.748524,7.577002,5.533116,7.404335
pci_loc,violin,6.0,6.767833,7.592198,5.534898,7.41805
pci_loc,violin,8.0,6.731554,7.575188,5.520953,7.40885
